symbol,board,limit_days_max,limit_days_20cm,gap_3,gap_4,gap_5,n
301043,创业板,3,0,3,2,1,60
600601,沪主板,5,0,3,3,2,60
605018,沪主板,4,0,3,2,1,60
600129,沪主板,3,0,2,1,1,60
002015,深主板,4,0,8,3,2,60
300374,创业板,0,0,2,1,0,60
002362,深主板,2,0,1,1,1,60
600197,沪主板,0,0,0,0,0,60
002877,深主板,1,0,0,0,0,60
688078,科创板,1,0,2,1,1,60
300786,创业板,4,1,4,3,2,60
603206,沪主板,4,0,3,2,2,60
300983,创业板,3,1,3,2,2,60
605499,沪主板,1,0,1,1,1,60
688038,科创板,1,0,3,2,2,60
301428,创业板,2,1,5,4,1,60
600961,沪主板,3,0,11,5,2,60
300892,创业板,2,0,3,3,2,60
600558,沪主板,0,0,0,0,0,60
688298,科创板,0,0,0,0,0,60
603689,沪主板,0,0,0,0,0,60
603439,沪主板,2,0,1,1,1,60
300306,创业板,0,0,0,0,0,60
603109,沪主板,1,0,1,1,0,60
300984,创业板,5,0,2,1,0,60
002958,深主板,0,0,0,0,0,60
301586,创业板,0,0,0,0,0,60
603511,沪主板,0,0,0,0,0,60
301448,创业板,3,0,2,1,0,60
300299,创业板,0,0,0,0,0,60
688162,科创板,1,0,0,0,0,60
000886,深主板,0,0,1,1,0,60
600928,沪主板,0,0,0,0,0,60
688617,科创板,0,0,0,0,0,60
300558,创业板,2,0,0,0,0,60
600186,沪主板,11,0,9,5,2,60
002715,深主板,1,0,0,0,0,60
300298,创业板,0,0,1,1,0,60
000625,深主板,0,0,0,0,0,60
688580,科创板,2,0,0,0,0,60
603693,沪主板,2,0,5,0,0,60
603690,沪主板,7,0,12,6,4,60
301591,创业板,5,1,9,7,5,60
001202,深主板,1,0,4,4,3,60
601375,沪主板,0,0,0,0,0,60
000548,深主板,0,0,0,0,0,60
601577,沪主板,0,0,0,0,0,60
002368,深主板,0,0,0,0,0,60
001260,深主板,0,0,0,0,0,60
688333,科创板,11,3,6,1,1,60
688515,科创板,8,1,10,7,4,60
002666,深主板,0,0,0,0,0,60
600548,沪主板,0,0,0,0,0,60
301487,创业板,0,0,0,0,0,60
000012,深主板,5,0,4,3,0,60
688123,科创板,9,1,18,11,5,60
002657,深主板,5,0,5,3,3,60
603173,沪主板,1,0,1,0,0,60
300787,创业板,0,0,1,1,0,60
600133,沪主板,0,0,0,0,0,60
300988,创业板,1,0,0,0,0,60
301032,创业板,0,0,1,0,0,60
603210,沪主板,2,0,2,1,0,60
600604,沪主板,1,0,3,3,3,60
301486,创业板,9,0,17,10,5,60
600547,沪主板,0,0,6,2,1,60
300294,创业板,0,0,0,0,0,60
300826,创业板,1,0,0,0,0,60
300617,创业板,2,0,1,1,1,60
600810,沪主板,0,0,1,1,0,60
002372,深主板,0,0,0,0,0,60
301592,创业板,5,0,6,2,1,60
688279,科创板,1,0,2,1,1,60
688292,科创板,1,0,2,0,0,60
300893,创业板,0,0,1,1,0,60
603713,沪主板,4,0,4,1,1,60
600828,沪主板,2,0,1,1,0,60
000036,深主板,1,0,0,0,0,60
300373,创业板,8,0,12,9,4,60
603130,沪主板,3,0,1,0,0,60
601636,沪主板,5,0,7,4,4,60
688020,科创板,16,2,13,9,8,60
603515,沪主板,0,0,0,0,0,60
300293,创业板,2,0,2,2,2,60
002186,深主板,0,0,0,0,0,60
600128,沪主板,0,0,0,0,0,60
002939,深主板,0,0,0,0,0,60
002876,深主板,2,0,2,1,1,60
688702,科创板,11,0,12,7,5,60
601886,沪主板,0,0,1,0,0,60
002962,深主板,5,0,12,10,5,60
002183,深主板,1,0,2,0,0,60
002654,深主板,7,0,7,6,4,60
603687,沪主板,5,0,5,3,2,60
300310,创业板,0,0,1,0,0,60
300719,创业板,1,0,1,0,0,60
605598,沪主板,6,0,5,4,3,60
600185,沪主板,0,0,0,0,0,60
601616,沪主板,1,0,2,2,0,60
002358,深主板,1,0,1,0,0,60
002011,深主板,0,0,2,1,1,60
301045,创业板,7,2,6,3,2,60
301585,创业板,0,0,0,0,0,60
603818,沪主板,1,0,0,0,0,60
301419,创业板,8,1,9,5,4,60
600201,沪主板,0,0,0,0,0,60
600760,沪主板,0,0,0,0,0,60
000795,深主板,1,0,0,0,0,60
002945,深主板,1,0,1,0,0,60
688726,科创板,3,0,2,1,0,60
688061,科创板,3,0,3,2,1,60
300559,创业板,1,0,0,0,0,60
688099,科创板,2,0,3,3,1,60
300679,创业板,6,0,4,3,1,60
002317,深主板,4,0,3,0,0,60
001326,深主板,4,0,3,1,0,60
300464,创业板,2,0,2,0,0,60
688707,科创板,1,0,1,0,0,60
300619,创业板,1,0,0,0,0,60
301488,创业板,3,0,4,2,2,60
603823,沪主板,20,0,18,13,7,60
002960,深主板,2,0,1,1,0,60
002024,深主板,0,0,1,1,0,60
600135,沪主板,0,0,1,0,0,60
688232,科创板,0,0,1,0,0,60
600198,沪主板,2,0,4,1,0,60
002884,深主板,0,0,0,0,0,60
600935,沪主板,0,0,0,0,0,60
600605,沪主板,1,0,1,1,1,60
301031,创业板,2,0,1,1,1,60
002961,深主板,1,0,0,0,0,60
002655,深主板,8,0,6,5,4,60
002311,深主板,0,0,0,0,0,60
600546,沪主板,1,0,1,0,0,60
688231,科创板,5,0,4,2,1,60
600557,沪主板,1,0,0,0,0,60
603112,沪主板,1,0,1,1,1,60
301421,创业板,12,2,11,8,5,60
688533,科创板,0,0,0,0,0,60
300823,创业板,0,0,1,1,0,60
603983,沪主板,3,0,2,1,0,60
603507,沪主板,1,0,0,0,0,60
000933,深主板,1,0,3,1,0,60
605007,沪主板,0,0,0,0,0,60
002369,深主板,0,0,1,0,0,60
301046,创业板,5,0,1,0,0,60
002947,深主板,1,0,4,3,3,60
002664,深主板,2,0,0,0,0,60
603688,沪主板,3,0,6,3,2,60
002364,深主板,9,0,7,4,3,60
601901,沪主板,0,0,0,0,0,60
002025,深主板,4,0,9,4,0,60
603325,沪主板,1,0,1,0,0,60
300711,创业板,0,0,1,0,0,60
600191,沪主板,3,0,2,1,1,60
600986,沪主板,1,0,1,0,0,60
301589,创业板,0,0,0,0,0,60
603276,沪主板,1,0,1,0,0,60
300302,创业板,9,1,14,9,6,60
603110,沪主板,4,0,5,3,0,60
301588,创业板,11,2,5,3,2,60
002660,深主板,0,0,0,0,0,60
000537,深主板,0,0,0,0,0,60
601006,沪主板,0,0,0,0,0,60
688778,科创板,0,0,1,0,0,60
002138,深主板,6,0,14,8,5,60
002881,深主板,5,0,6,1,0,60
300369,创业板,3,1,5,2,1,60
002952,深主板,3,0,4,2,2,60
603198,沪主板,0,0,1,1,0,60
688350,科创板,1,0,4,3,2,60
688329,科创板,0,0,2,1,1,60
002663,深主板,0,0,0,0,0,60
688575,科创板,0,0,0,0,0,60
300618,创业板,0,0,0,0,0,60
300689,创业板,3,0,3,1,1,60
300720,创业板,9,2,12,6,3,60
688273,科创板,2,0,2,0,0,60
002139,深主板,0,0,0,0,0,60
002949,深主板,0,0,0,0,0,60
301469,创业板,0,0,0,0,0,60
000935,深主板,2,0,0,0,0,60
605199,沪主板,0,0,3,0,0,60
000901,深主板,2,0,1,1,0,60
002068,深主板,8,0,4,3,1,60
301035,创业板,0,0,1,1,1,60
603716,沪主板,5,0,7,4,2,60
301038,创业板,2,0,4,3,1,60
300304,创业板,4,0,2,0,0,60
688750,科创板,1,0,1,0,0,60
600826,沪主板,1,0,1,0,0,60
002716,深主板,2,0,7,3,1,60
000547,深主板,3,0,2,1,0,60
603002,沪主板,10,0,12,7,4,60
600697,沪主板,0,0,1,0,0,60
601390,沪主板,0,0,0,0,0,60
688393,科创板,0,0,0,0,0,60
002882,深主板,3,0,3,3,1,60
600929,沪主板,0,0,0,0,0,60
000755,深主板,0,0,1,1,0,60
688479,科创板,5,0,6,4,0,60
688356,科创板,1,0,1,0,0,60
002365,深主板,3,0,5,2,2,60
001389,深主板,7,0,8,4,3,60
601665,沪主板,0,0,0,0,0,60
301468,创业板,4,1,5,5,3,60
300476,创业板,6,0,8,6,4,60
300303,创业板,1,0,2,2,1,60
300463,创业板,0,0,0,0,0,60
600552,沪主板,7,0,8,7,4,60
600188,沪主板,3,0,7,3,1,60
000703,深主板,3,0,6,3,1,60
301458,创业板,7,0,7,4,3,60
300813,创业板,0,0,1,1,1,60
300305,创业板,2,1,4,3,0,60
688119,科创板,1,0,1,0,0,60
603803,沪主板,3,0,4,3,2,60
300370,创业板,0,0,0,0,0,60
301036,创业板,0,0,0,0,0,60
605122,沪主板,0,0,0,0,0,60
688400,科创板,2,0,3,3,2,60
300825,创业板,4,0,5,2,1,60
002662,深主板,0,0,1,1,0,60
300607,创业板,6,1,4,3,3,60
300779,创业板,8,3,6,4,3,60
688819,科创板,0,0,0,0,0,60
600763,沪主板,0,0,0,0,0,60
603982,沪主板,0,0,0,0,0,60
300987,创业板,0,0,0,0,0,60
600551,沪主板,0,0,0,0,0,60
301459,创业板,0,0,0,0,0,60
301037,创业板,0,0,0,0,0,60
600132,沪主板,0,0,0,0,0,60
688219,科创板,0,0,0,0,0,60
001322,深主板,0,0,0,0,0,60
001236,深主板,0,0,0,0,0,60
688671,科创板,3,1,3,1,1,60
688211,科创板,0,0,0,0,0,60
002137,深主板,9,0,13,7,6,60
002658,深主板,0,0,0,0,0,60
301439,创业板,4,2,7,6,5,60
600688,沪主板,2,0,5,4,4,60
002956,深主板,1,0,1,0,0,60
300571,创业板,4,0,10,6,2,60
000020,深主板,0,0,0,0,0,60
603958,沪主板,0,0,4,1,0,60
688799,科创板,4,0,1,1,1,60
000785,深主板,1,0,3,2,1,60
002361,深主板,8,0,5,3,1,60
605589,沪主板,8,0,8,5,5,60
601880,沪主板,0,0,0,0,0,60
002659,深主板,2,0,1,1,1,60
688691,科创板,5,0,6,3,3,60
300371,创业板,0,0,1,0,0,60
601222,沪主板,1,0,2,0,0,60
002069,深主板,0,0,0,0,0,60
000999,深主板,0,0,0,0,0,60
603108,沪主板,2,0,2,2,0,60
601633,沪主板,0,0,0,0,0,60
000705,深主板,0,0,0,0,0,60
300777,创业板,1,0,3,2,0,60
300905,创业板,0,0,1,0,0,60
002880,深主板,0,0,0,0,0,60
600556,沪主板,1,0,1,0,0,60
600196,沪主板,0,0,0,0,0,60
301041,创业板,2,0,2,2,2,60
600602,沪主板,3,0,5,1,0,60
300608,创业板,2,1,5,1,1,60
600686,沪主板,0,0,2,1,1,60
002184,深主板,1,0,3,1,1,60
603327,沪主板,5,0,7,5,4,60
603717,沪主板,4,0,4,1,0,60
603308,沪主板,1,0,6,3,2,60
600824,沪主板,0,0,0,0,0,60
002957,深主板,11,0,5,4,4,60
001339,深主板,5,0,4,3,2,60
301587,创业板,1,1,3,1,1,60
002367,深主板,2,0,1,1,0,60
301429,创业板,0,0,0,0,0,60
002363,深主板,0,0,0,0,0,60
688655,科创板,7,1,10,5,3,60
002152,深主板,1,0,0,0,0,60
002242,深主板,1,0,1,0,0,60
600189,沪主板,0,0,0,0,0,60
688163,科创板,6,1,2,1,1,60
603281,沪主板,0,0,0,0,0,60
300903,创业板,8,1,6,4,2,60
600550,沪主板,1,0,1,1,0,60
002953,深主板,1,0,1,1,1,60
002661,深主板,0,0,0,0,0,60
301456,创业板,0,0,0,0,0,60
600131,沪主板,0,0,0,0,0,60
300680,创业板,4,0,1,1,0,60
002315,深主板,0,0,0,0,0,60
002879,深主板,7,0,5,5,4,60
600192,沪主板,4,0,3,1,0,60
600827,沪主板,0,0,1,0,0,60
300985,创业板,6,1,6,2,1,60
002948,深主板,0,0,0,0,0,60
002366,深主板,2,0,1,1,0,60
603176,沪主板,0,0,0,0,0,60
001208,深主板,4,0,1,1,1,60
300560,创业板,7,0,3,2,0,60
600549,沪主板,4,0,7,3,1,60
605186,沪主板,2,0,3,1,1,60
300477,创业板,1,0,7,3,1,60
300296,创业板,0,0,2,1,1,60
600195,沪主板,0,0,0,0,0,60
301479,创业板,1,0,2,2,1,60
603516,沪主板,7,0,8,6,5,60
000717,深主板,0,0,0,0,0,60
000796,深主板,0,0,1,0,0,60
688102,科创板,6,0,3,1,1,60
301039,创业板,0,0,0,0,0,60
605378,沪主板,0,0,0,0,0,60
600761,沪主板,0,0,0,0,0,60
601992,沪主板,1,0,0,0,0,60
603004,沪主板,1,0,0,0,0,60
301489,创业板,7,0,5,4,2,60
601360,沪主板,0,0,1,0,0,60
688573,科创板,0,0,2,0,0,60
688687,科创板,0,0,0,0,0,60
688023,科创板,1,0,1,0,0,60
002056,深主板,5,0,5,4,2,60
300474,创业板,1,0,1,0,0,60
601658,沪主板,0,0,0,0,0,60
600598,沪主板,2,0,3,3,3,60
002243,深主板,3,0,4,1,1,60
002971,深主板,17,0,15,10,6,60
000723,深主板,0,0,0,0,0,60
300285,创业板,17,1,20,12,6,60
600610,沪主板,0,0,1,0,0,60
603801,沪主板,1,0,0,0,0,60
301581,创业板,2,0,2,2,0,60
603005,沪主板,9,0,8,6,5,60
002648,深主板,1,0,2,2,1,60
605183,沪主板,0,0,0,0,0,60
301051,创业板,8,1,5,3,2,60
603955,沪主板,2,0,1,0,0,60
603826,沪主板,2,0,2,1,0,60
001872,深主板,0,0,1,0,0,60
688019,科创板,4,0,12,5,2,60
001259,深主板,10,0,11,9,7,60
000888,深主板,0,0,0,0,0,60
000037,深主板,8,0,5,4,2,60
605118,沪主板,2,0,2,0,0,60
002886,深主板,1,0,2,2,1,60
300316,创业板,3,0,8,2,0,60
300284,创业板,0,0,0,0,0,60
300821,创业板,9,0,9,4,4,60
301501,创业板,0,0,0,0,0,60
002938,深主板,7,0,10,7,6,60
301052,创业板,0,0,0,0,0,60
603416,沪主板,1,0,1,0,0,60
600561,沪主板,0,0,0,0,0,60
688692,科创板,2,0,5,1,0,60
002355,深主板,1,0,2,2,1,60
300378,创业板,3,0,3,1,0,60
002073,深主板,0,0,0,0,0,60
605020,沪主板,3,0,6,2,1,60
301026,创业板,1,1,4,3,0,60
601619,沪主板,0,0,1,0,0,60
603225,沪主板,1,0,2,1,0,60
002671,深主板,0,0,0,0,0,60
300981,创业板,2,1,4,3,2,60
688772,科创板,4,0,3,2,0,60
002318,深主板,0,0,1,0,0,60
301397,创业板,0,0,3,2,1,60
600207,沪主板,1,0,2,0,0,60
601007,沪主板,0,0,0,0,0,60
000068,深主板,4,0,1,1,1,60
688722,科创板,3,1,0,0,0,60
300364,创业板,2,1,4,1,1,60
000657,深主板,7,0,10,6,4,60
300606,创业板,9,0,4,3,3,60
002135,深主板,1,0,0,0,0,60
002649,深主板,1,0,1,1,1,60
300775,创业板,0,0,0,0,0,60
300286,创业板,2,0,3,2,1,60
605138,沪主板,0,0,0,0,0,60
688485,科创板,9,2,6,3,2,60
688552,科创板,0,0,2,1,1,60
603518,沪主板,0,0,0,0,0,60
601005,沪主板,0,0,0,0,0,60
603177,沪主板,4,0,5,3,2,60
688583,科创板,3,0,3,2,2,60
301396,创业板,14,3,14,9,8,60
688271,科创板,1,0,0,0,0,60
600830,沪主板,0,0,0,0,0,60
002873,深主板,0,0,0,0,0,60
002244,深主板,0,0,0,0,0,60
301600,创业板,1,0,0,0,0,60
300314,创业板,0,0,0,0,0,60
002039,深主板,0,0,0,0,0,60
603111,沪主板,0,0,0,0,0,60
002312,深主板,2,0,1,1,1,60
300890,创业板,0,0,2,0,0,60
002970,深主板,3,0,2,2,2,60
603000,沪主板,0,0,2,1,1,60
601666,沪主板,2,0,3,2,1,60
600562,沪主板,1,0,0,0,0,60
002376,深主板,0,0,0,0,0,60
688168,科创板,7,0,5,2,1,60
000089,深主板,0,0,0,0,0,60
300281,创业板,0,0,0,0,0,60
603848,沪主板,1,0,0,0,0,60
605388,沪主板,2,0,3,3,2,60
300380,创业板,1,0,1,0,0,60
605016,沪主板,1,0,2,1,0,60
601598,沪主板,0,0,0,0,0,60
300621,创业板,0,0,0,0,0,60
601238,沪主板,0,0,1,0,0,60
300481,创业板,6,2,2,1,1,60
002871,深主板,4,0,3,2,0,60
600926,沪主板,0,0,0,0,0,60
002187,深主板,0,0,1,1,0,60
601236,沪主板,0,0,0,0,0,60
603967,沪主板,0,0,0,0,0,60
000157,深主板,0,0,0,0,0,60
688293,科创板,4,0,0,0,0,60
600535,沪主板,0,0,0,0,0,60
603113,沪主板,0,0,0,0,0,60
301053,创业板,2,0,0,0,0,60
300894,创业板,4,2,0,0,0,60
603103,沪主板,2,0,2,2,1,60
002153,深主板,0,0,0,0,0,60
300904,创业板,0,0,2,2,2,60
603683,沪主板,5,0,6,5,5,60
002673,深主板,0,0,0,0,0,60
002712,深主板,0,0,1,0,0,60
002012,深主板,6,0,6,2,2,60
300563,创业板,2,1,4,1,0,60
300317,创业板,5,0,6,4,2,60
300788,创业板,0,0,0,0,0,60
688508,科创板,8,0,7,5,4,60
688656,科创板,2,0,0,0,0,60
600212,沪主板,0,0,1,0,0,60
002646,深主板,0,0,0,0,0,60
600211,沪主板,0,0,0,0,0,60
000628,深主板,3,0,3,1,1,60
002724,深主板,0,0,0,0,0,60
300979,创业板,0,0,0,0,0,60
688297,科创板,0,0,2,2,0,60
000932,深主板,0,0,1,0,0,60
600765,沪主板,0,0,0,0,0,60
300283,创业板,6,1,10,4,3,60
301502,创业板,3,0,3,2,1,60
688670,科创板,3,0,4,2,2,60
600536,沪主板,3,0,1,0,0,60
002973,深主板,1,0,0,0,0,60
300480,创业板,9,1,8,4,3,60
600179,沪主板,1,0,1,0,0,60
002887,深主板,0,0,1,1,1,60
300989,创业板,2,0,1,0,0,60
002672,深主板,4,0,3,2,0,60
603505,沪主板,3,0,5,3,2,60
002150,深主板,1,0,4,1,0,60
300980,创业板,5,1,2,2,2,60
688586,科创板,0,0,0,0,0,60
603310,沪主板,1,0,1,1,0,60
301395,创业板,4,0,1,1,0,60
300556,创业板,1,0,0,0,0,60
605123,沪主板,2,0,1,0,0,60
301601,创业板,0,0,1,0,0,60
002645,深主板,6,0,5,2,1,60
002379,深主板,4,0,6,2,0,60
301393,创业板,3,0,2,1,1,60
002972,深主板,2,0,0,0,0,60
002937,深主板,3,0,1,0,0,60
300781,创业板,1,0,3,1,0,60
002356,深主板,1,0,2,2,2,60
300473,创业板,0,0,1,0,0,60
601022,沪主板,1,0,1,1,1,60
001222,深主板,0,0,0,0,0,60
603685,沪主板,1,0,2,0,0,60
603444,沪主板,0,0,0,0,0,60
002378,深主板,2,0,4,1,0,60
603275,沪主板,0,0,0,0,0,60
600987,沪主板,0,0,0,0,0,60
002872,深主板,0,0,0,0,0,60
300616,创业板,2,1,2,0,0,60
600210,沪主板,0,0,0,0,0,60
000503,深主板,1,0,2,2,2,60
601187,沪主板,0,0,0,0,0,60
600126,沪主板,1,0,4,3,1,60
603697,沪主板,1,0,0,0,0,60
000797,深主板,0,0,0,0,0,60
000883,深主板,0,0,0,0,0,60
000692,深主板,1,0,0,0,0,60
001400,深主板,7,0,4,2,0,60
603106,沪主板,4,0,3,2,2,60
688122,科创板,2,0,2,2,1,60
002373,深主板,0,0,0,0,0,60
300721,创业板,9,4,20,11,10,60
002669,深主板,7,0,13,7,5,60
600927,沪主板,0,0,0,0,0,60
605377,沪主板,4,0,1,1,1,60
002072,深主板,6,0,2,1,1,60
300822,创业板,0,0,0,0,0,60
688489,科创板,0,0,4,2,1,60
688739,科创板,0,0,0,0,0,60
301029,创业板,2,0,0,0,0,60
000899,深主板,4,0,5,1,1,60
301499,创业板,3,1,1,1,1,60
000683,深主板,0,0,0,0,0,60
301047,创业板,1,1,1,1,0,60
603421,沪主板,0,0,0,0,0,60
688558,科创板,0,0,0,0,0,60
603956,沪主板,8,0,5,3,3,60
600183,沪主板,11,0,17,12,7,60
688576,科创板,1,0,1,0,0,60
300308,创业板,4,0,11,10,5,60
603105,沪主板,0,0,0,0,0,60
002651,深主板,0,0,0,0,0,60
000676,深主板,6,0,9,4,2,60
300562,创业板,1,0,0,0,0,60
001395,深主板,4,0,8,7,3,60
002233,深主板,0,0,0,0,0,60
600905,沪主板,0,0,0,0,0,60
300288,创业板,0,0,0,0,0,60
603127,沪主板,6,0,6,4,3,60
300365,创业板,0,0,0,0,0,60
600600,沪主板,0,0,0,0,0,60
300891,创业板,1,0,1,1,1,60
002314,深主板,1,0,2,0,0,60
688529,科创板,1,0,4,2,2,60
600540,沪主板,3,0,2,2,1,60
600136,沪主板,0,0,1,1,1,60
002652,深主板,2,0,0,0,0,60
688458,科创板,4,0,2,0,0,60
002136,深主板,1,0,0,0,0,60
300292,创业板,2,0,3,1,0,60
002943,深主板,7,0,4,3,2,60
301408,创业板,2,0,2,1,0,60
000153,深主板,0,0,0,0,0,60
688337,科创板,4,0,8,5,2,60
601872,沪主板,3,0,11,6,3,60
002668,深主板,0,0,0,0,0,60
688589,科创板,2,1,4,1,0,60
002878,深主板,3,0,2,1,1,60
600199,沪主板,3,0,1,1,1,60
002653,深主板,3,0,8,6,2,60
600698,沪主板,3,0,4,2,0,60
603367,沪主板,1,0,0,0,0,60
603223,沪主板,4,0,4,3,2,60
300375,创业板,1,0,1,0,0,60
603696,沪主板,2,0,3,3,2,60
002885,深主板,6,0,10,3,2,60
002965,深主板,9,0,6,4,3,60
002963,深主板,10,0,6,6,5,60
603258,沪主板,1,0,0,0,0,60
603506,沪主板,0,0,0,0,0,60
600203,沪主板,4,0,4,4,2,60
001201,深主板,0,0,0,0,0,60
688125,科创板,7,0,7,5,3,60
002319,深主板,1,0,0,0,0,60
002714,深主板,0,0,0,0,0,60
600609,沪主板,0,0,0,0,0,60
688787,科创板,4,0,6,4,3,60
600545,沪主板,10,0,10,8,4,60
301418,创业板,3,1,4,3,3,60
002371,深主板,2,0,10,6,4,60
002236,深主板,0,0,0,0,0,60
600809,沪主板,0,0,1,1,0,60
688049,科创板,4,0,4,1,1,60
000672,深主板,5,0,7,7,3,60
000885,深主板,0,0,0,0,0,60
600559,沪主板,0,0,1,0,0,60
688371,科创板,13,3,10,6,3,60
688218,科创板,6,1,1,1,0,60
000782,深主板,0,0,0,0,0,60
688318,科创板,5,0,2,0,0,60
002670,深主板,1,0,1,1,1,60
000727,深主板,1,0,1,0,0,60
688658,科创板,2,0,1,0,0,60
002064,深主板,1,0,1,1,1,60
688653,科创板,2,0,3,3,1,60
600776,沪主板,2,0,0,0,0,60
300287,创业板,2,1,1,0,0,60
600775,沪主板,2,0,5,2,0,60
001234,深主板,0,0,0,0,0,60
002354,深主板,19,0,15,12,7,60
000550,深主板,0,0,0,0,0,60
002722,深主板,0,0,0,0,0,60
002941,深主板,0,0,0,0,0,60
600606,沪主板,0,0,0,0,0,60
300315,创业板,0,0,0,0,0,60
600206,沪主板,12,0,12,9,4,60
002967,深主板,0,0,1,1,0,60
688073,科创板,1,0,1,0,0,60
603209,沪主板,0,0,2,1,0,60
600560,沪主板,0,0,0,0,0,60
301399,创业板,1,0,1,0,0,60
301050,创业板,0,0,1,1,1,60
603819,沪主板,2,0,3,1,0,60
600182,沪主板,0,0,1,1,0,60
600825,沪主板,2,0,1,0,0,60
603129,沪主板,0,0,1,0,0,60
300377,创业板,2,1,2,1,0,60
603326,沪主板,0,0,0,0,0,60
002723,深主板,3,0,1,1,1,60
000998,深主板,0,0,0,0,0,60
600933,沪主板,0,0,1,0,0,60
002140,深主板,0,0,0,0,0,60
300681,创业板,1,0,2,1,0,60
002374,深主板,4,0,2,2,2,60
000809,深主板,2,0,3,3,2,60
002940,深主板,8,0,11,6,3,60
002313,深主板,1,0,1,1,1,60
300906,创业板,0,0,1,0,0,60
000156,深主板,0,0,0,0,0,60
301500,创业板,2,0,4,1,0,60
600538,沪主板,0,0,0,0,0,60
001896,深主板,13,0,11,6,3,60
603278,沪主板,6,0,5,4,1,60
301598,创业板,0,0,0,0,0,60
688319,科创板,8,1,4,3,1,60
300289,创业板,1,1,3,2,1,60
600184,沪主板,5,0,6,4,3,60
301498,创业板,0,0,1,1,1,60
301049,创业板,0,0,1,0,0,60
603686,沪主板,0,0,1,0,0,60
601116,沪主板,1,0,0,0,0,60
002942,深主板,0,0,0,0,0,60
300678,创业板,0,0,1,0,0,60
600202,沪主板,0,0,1,0,0,60
300827,创业板,0,0,0,0,0,60
000546,深主板,0,0,0,0,0,60
301596,创业板,5,2,4,1,0,60
000533,深主板,8,0,10,8,6,60
002966,深主板,0,0,0,0,0,60
301413,创业板,3,0,2,1,0,60
600127,沪主板,0,0,0,0,0,60
688618,科创板,3,1,5,2,2,60
301048,创业板,0,0,0,0,0,60
688186,科创板,0,0,0,0,0,60
300479,创业板,0,0,0,0,0,60
300776,创业板,7,0,13,10,5,60
600702,沪主板,2,0,1,0,0,60
601033,沪主板,0,0,0,0,0,60
301028,创业板,3,0,2,1,0,60
002650,深主板,0,0,1,1,1,60
600764,沪主板,0,0,0,0,0,60
301398,创业板,1,0,0,0,0,60
300557,创业板,3,0,2,2,0,60
300575,创业板,0,0,0,0,0,60
601298,沪主板,0,0,0,0,0,60
600829,沪主板,4,0,4,4,2,60
600539,沪主板,16,0,13,12,8,60
300982,创业板,0,0,1,1,0,60
300778,创业板,1,0,0,0,0,60
300990,创业板,9,0,7,4,3,60
002375,深主板,1,0,1,1,1,60
603800,沪主板,8,0,8,5,3,60
002302,深主板,0,0,0,0,0,60
301017,创业板,0,0,1,0,0,60
600817,沪主板,0,0,0,0,0,60
603488,沪主板,3,0,1,0,0,60
300834,创业板,1,1,2,1,0,60
603855,沪主板,0,0,0,0,0,60
002037,深主板,1,0,0,0,0,60
600506,沪主板,2,0,5,4,3,60
300817,创业板,1,0,0,0,0,60
301349,创业板,2,1,6,5,3,60
688017,科创板,8,1,11,7,3,60
002178,深主板,1,0,1,0,0,60
002062,深主板,2,0,0,0,0,60
600508,沪主板,0,0,0,0,0,60
002404,深主板,4,0,1,1,0,60
603222,沪主板,6,0,8,4,3,60
300769,创业板,2,0,1,0,0,60
601566,沪主板,2,0,1,0,0,60
688321,科创板,1,0,0,0,0,60
000926,深主板,3,0,2,2,0,60
301086,创业板,6,1,5,1,1,60
001311,深主板,1,0,0,0,0,60
605399,沪主板,5,0,0,0,0,60
603088,沪主板,0,0,1,1,1,60
688199,科创板,1,0,2,2,1,60
603668,沪主板,1,0,0,0,0,60
002299,深主板,0,0,1,1,0,60
603978,沪主板,3,0,5,2,0,60
600684,沪主板,0,0,0,0,0,60
688185,科创板,0,0,2,1,1,60
000949,深主板,1,0,1,0,0,60
600151,沪主板,2,0,1,0,0,60
301629,创业板,4,0,4,3,3,60
002911,深主板,0,0,0,0,0,60
300351,创业板,3,1,2,0,0,60
603125,沪主板,3,0,5,1,0,60
605588,沪主板,5,0,3,3,1,60
301538,创业板,2,0,4,2,1,60
688281,科创板,2,1,1,1,1,60
688117,科创板,2,0,1,1,1,60
688392,科创板,6,0,9,2,1,60
688776,科创板,1,0,2,1,1,60
300882,创业板,1,1,0,0,0,60
600620,沪主板,0,0,1,0,0,60
600710,沪主板,0,0,0,0,0,60
688060,科创板,0,0,0,0,0,60
300627,创业板,0,0,0,0,0,60
000510,深主板,15,0,10,4,3,60
002129,深主板,4,0,1,1,0,60
301355,创业板,0,0,1,0,0,60
688098,科创板,1,0,2,0,0,60
002736,深主板,0,0,0,0,0,60
002622,深主板,0,0,0,0,0,60
002241,深主板,0,0,1,0,0,60
301536,创业板,6,0,6,3,2,60
002701,深主板,0,0,1,0,0,60
301559,创业板,0,0,0,0,0,60
002182,深主板,2,0,1,0,0,60
003008,深主板,0,0,0,0,0,60
688426,科创板,1,0,3,1,1,60
600246,沪主板,10,0,9,5,4,60
600159,沪主板,0,0,0,0,0,60
603135,沪主板,8,0,5,4,4,60
600589,沪主板,3,0,7,3,1,60
002692,深主板,0,0,0,0,0,60
002616,深主板,0,0,1,0,0,60
688484,科创板,4,1,5,3,0,60
301083,创业板,0,0,1,0,0,60
